,Article_ID,Text
20,Geological Report_200,"As the Top Mesozoic Sandstone reflector is the top of a sandstone with generally higher acoustic impedance than the overlying shales, this should be picked at a minimum white trough. Due to the fact that the Viking Group in most Sleipner Øst wells is relatively thin, beyond the resolution of the seismic data, the horizon is hard to tie and interpret consistently. To this should be added that there is a great variation in sand quality and sand thickness throughout the Sleipner Øst area. The interpretation is consistent with and tied to the Top Hugin Fm."" interpreted on Sleipner Vest (Statoil, 1993c). In the 15/9-19 SR well the Viking Group is only 9.5 m thick. The top of the Hugin Formation is picked 7 ms below the BCU reflector. Top Mesozoic Sandstone time- and depth maps are shown on Enclosures 4 and 5 and also given in Figure 3.8 and 3.9. 3.3.6 Other horizons In the deepest parts of the seismic dataset, the following two horizons were picked (deeper than TD in 15/9-19 SR): - Top Smith Bank Formation (interpreted on selected lines). - Top Rotliegendes Gp."
21,Geological Report_210,"18STATOIL In the shallow section, the following events are picked: - Top Pliocene. - Top Utsira Formation. - Near Top Oligocen. - Base Utsira Formation. - Top Balder Formation. - Top Lista Formation. Internally in the Shetland Gp., Top Hod Fm. is interpreted. Based on the tie from the VSP, also the Grid Formation was picked. This appears to have an ""eye"" - shape, consistent with the sedimentological interpretation of this being a channel deposit."
22,Geological Report_220,"The areal extension of the Grid sands have not yet been mapped. Figure 3.6 illustrates the seismic picks in the Theta Vest area. Time and depth data for the various horizons are listed in Table 5.8. 3.4 Depth conversion Shallow horizons (above the Top Heimdal reflector) were depth converted using interval velocities derived from wells in the area. The Top Heimdal Formation was depth converted using the linear formula: Vz = V0 + kZ in which Vz = veolocity at depth z V0 = initial velocity k = compaction factor Z = depth (subsea). The ADLINVEL program estimates the linear velocity function which minimizes the depth difference between the observed and the estimated time/depth data. Based on analyses from 11 wells in the 15/9 block (including 15/9-19 SR), the minimum point for depth residuals occured at k= 0.346, whereas the minimum for standard deviation of V0 occured at k= 0.71 (see Figure 3.10). A similar analysis using the 5 vertical wells on the Gamma High only (15/9-9, -11, -13, -15, -16 and -17), resulted in minimum for depth residuals at k= 0.456. Bearing in mind that the well 15/9-19 SR is highly deviated, less weight is given to that well than to the vertical wells on the Gamma High. Also a larger k-value gives less standard deviation on the V0 values."
23,Geological Report_230,"Therefore k= 0.456 is chosen for the Theta Vest area as for the rest of the Gamma High. The time/depth relationship as well as velocities from 15/9-19 SR are shown in Figure 3.11. The abnormally high average velocities at Theta Vest, are probably contributed by the Grid sands which are much poorer developed in other wells on the Gamma High. The distribution of the Grid sands is likely to be restricted. 19STATOIL Horizons below Top Heimdal Formation were depth converted using interval velocity grids based on vertical velocities in the wells. Velocity grids were made for the following intervals: Top Heimdal Fm. Top Shetland Gp. Top Shetland Gp. Base Cret. Unc.Top Shetland Gp."
24,Geological Report_240,"Top Blodøks Fm. Base Cretaceous Unconformity Top Rotliegendes Gp. The composite map of the Base Cretaceous Unconformity shown on Figure 3.5, was depth converted using Linvel function to Top Shetland Group (k=0.728) and velocity grid for the interval Top Shetland - Base Cretaceous Unconformity. The maps were adjusted in the wells using ""AGR"" have been minor. The grid size is 100 x 100 m.(in I RAP). These residual corrections 20WELL 15/9-19 SR Composite plot of VSP and random line along well pathSTATOIL 15/9-19 SRSec./m(MSL) GridFm. 2.1 !P*T. Balder Fm. 2.3 T. Heimdal Fm. '. Shet."
25,Geological Report_250,"Gp.2.4 - 2.5 T. Blodøks Fm. B.C.U. T. Hugin Fm./TM.SST2.6 2.7 -_ 2.8 T. Rotliegendes 2.9 ~-2400 -2500 j-2600 -27W 2800 12900 -3000 Loke Tempi, loc.3.0 - sLL O Figure 3.13(Q OJ rowffi 15/9-19 SR Synthetic seismogram Random line along wellpath Sec.Ac. Imp 2.7 2.8- 2.9 -Synth. Seis O-phase Sec. ~ — T. Heimdal Fm. 2.7 2.8 2.9m m to W O Synt. Seismogram 15/9 -19 SRSLEIPNER ØST AREA ,V0map Top Heimdal Fm.STATOIL 432000 436000 440000 6480000 6476000 6472000 6468000 64640006480000 - 647600015/9-1 9 BH •fy J / M 5/9:C-2 ""C-Temp 1534-1540 1540-1550 1550-1560 1560-1570 1570-1580 1580-1590 1590-1598 Figure 3.3SLEIPNER ØST AREA tructural depth map Top Heimdal Fm.STATOIL 432000 438000 6480000 6474000 4 6468000-6480001 -6474000 -6468000 - zcoo-zzr Cato-! :; 1:160-2) s?«°-?3 10-? BU 80-r 9D : 432000 438000 METER1000 icoo l m25469 6-Dec-93 l Figure 3.4SLEIPNER VEST AND ØST AREA ^Structural depthmap, preliminary Base Cretaceous UnconformitySTATOIL 420000 424000 428000 432000 436000 440000 6492000 i- ' HC/C o ' r1 - ."
26,Geological Report_260,"...J... -^6492000 16488000 6484000 6480000 6476000 6472000 6468000 6464000 6460000 6456000-6488000 6484000 6480000 6476000 6472000 6468000 6464000 5460000 6456000 \ —r"" 1 T 420000 424000 428000 432000 436000 440000 KILOMETER 012345 Figure 3.5THCTA VEST AREA ST8215R Crossline491STATOIL T.Heimdal Fm T.Shetland Gr T.Blodøks Fm T.Hugin Fm'f- BCU pick before drillin•'«•?>•"" tm 'iff:. :•""- ••.maf:-: '-""UHf . «l 2S001 T.RoOiegende CO b>l XmSS&Jr "" • "" •• »: iP?f •••: «•* '•' %• • »^S «iS» •:% • ;! *^ :,W:S:- ""f «SS '- •¥*"" -•'* SV::-V S^W & * Seismic crossline 491 through the 15/9-19 SR well. Note the B.C.U. pick before and after drilling and reversal of fault at approx. 680. See Figure 3.12 for location.THETA VEST AREA Amplitude map ecuSTATOIL 397 500 600inlines700 73 crosslines 600 (Q I to800 913800 859 127 0 -128THETA VEST AREA Time map Top Mesozoic SandstoneSTATOIL 431000 432000 433000 434000 435000 436000 437000 438000 439000 440000 441000 442000 431000 432000 433000 434000 435000 436000 437000 438000 439000 440000 441000 442000 S I •"":: mlt §Meter 0 500 1000 1500 2000 2500 Figure 3.8THETA VEST AREA Structural depthmap Top Mesozoic SandstoneSTATOIL 431000 432000 433000 434000 435000 436000 437000 438000 439000 440000 441000 442000 431000 432000 433000 434000 435000 436000 437000 438000 439000 440000 441000 442000 S Meter 0 500 1000 1500 2000 2500 Figure 3.9Result from add-linvel analysis Down to top Heimdal Formation STATOIL Std.Dev. of Vo and Sum of Depth Residual vs. K-Values 0 0.00 2.00 K - factor The velocity evaluation is based on wells 15/9-4, 8,9, 10, 11, 13, 15, 16, 17, 18 and 19 SR. Note: 15/9-19 SR gives k=.361 and Vo =1679.13 m/s Figure 3.10WELL 15/9-19 SR Time/Depth and Velocity plotSTATOIL Time scale [sec] one way travel time 0.0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 O.B 0.9 1.0 1.1 1-2 1.3 Velocity scale fro/sec] 2500 3000 3500 4000 From Read Well Services: VSP report."
27,Geological Report_270,"Tint* vs. depth Average velocity . RMS velocity Interval velocity Figure 3.11SLEIPNER ØST AREA Profiles and seismic sectionsSTATOIL 6482000 - 6480000 - 6478000 - 6476000 - 5474000 - 6472000 - 6470000 - 6468000 H 6466000 -| 6464000432000 434000 i436000 i438000 440000 442000 __1 I Seis.crossl.No491 (Fig.3.6) 432000SLEIPNER A , 15/9-9 434000Kilometer 1 2 3 4360006482000 6480000 6478000 6476000 6474000 -6472000 -6470000 - 6468000 -6466000 -6464000 440000 442000 Figure 3.12STATOIL 4 STRUCTURAL INTERPRETATION AND TECTONIC DEVELOPMENT 4.1 Structural core description Structural core logging was carried out for cores no. 2 and 3, covering the lower part of the Middle Jurassic Hugin Formation, and the uppermost part of the Triassic Skagerrak Formation. A core logging scheme for describing and mapping structures at a scale 1:5 was used, including drawings. 15 thin-sections were studied. The study showed that the rocks contain a high number of natural fractures. Frequency distribution is shown in Figure 4.1. The fractures are mostly small faults or deformation bands with displacements from a few mm to a few cm (Figure 4.2), and the fracture infill is highly variable in colour. When studied in thin section, it is observed that most deformation bands have grain crushing/grain size reduction (Figure 4.3). Porosity reduction is often one order of magnitude."
28,Geological Report_280,"Preferred orientation of quartz grain long axes is frequent, and some preferred growth of clay minerals seems possibly to have taken place in many of the deformation bands. According to researchers at Stanford University, deformation bands may be classified according to the change in porosity (unchanged, compaction, dilatation) and after presence of grain crushing (Antonelli et al., 1993). All these types were found in the core, but the grain crushing/porosity reduction was the most common. A deformation band with grain crushing and porosity reduction may be viewed as a result of strain hardening, whereas larger faults with localized slip surfaces represent strain softening products. Mechanically, these are different processes. A few larger faults were recognized by clay smear and striations. It seems that they form zones of weakness where the core easily parts under bending stress. A partial orientation of the core was made possible by the well deviation (about 40 degrees towards the west). In the west, there is a west-dipping, N-S striking large master fault, and faults were termed synthetic and antithetic relative to this. All clear cross-cutting relationships in the two cores were analyzed, and it was found that ""synthetic before antithetic"" was of similar frequency as ""antithetic before synthetic""."
29,Geological Report_290,"From this, it may be concluded that the faults observed were formed in a zone of intense and complex deformation. Antithetic and synthetic faults probably formed at roughly the 33CJ STATOIL same time. General dip of the bedding relative to a plane perpendicular to the core axis was measured in an attempt to record possible fault drag zones (dipmeter was not run due to technical problems). This method contains some uncertainties due to core orientation and observational difficulties due to massive rock etc. The oil stain and often massive character of the Hugin Formation made observations of general bedding dip difficult, especially in the Jurassic. Rotation of bedding was pronounced in two zones: (i) 4345-4348 m MD RKB (Triassic). This coincides with major (m-size?) faults with day smear and striations at 4345 (Figure 4.4) and 4347 m MD RKB. Fracture frequency is high in the upper part, and low in the lower part of the interval. (ii) 4355-4362 m MD RKB (Triassic)."
30,Geological Report_300,"No major fault has been recorded in this interval. Fracture frequency is low in the upper part (Figure 4.1), and medium in the lower part of the interval. Rotation may have been caused by slumping. Since grain crushing require some minimum value of the mean stress, it may be concluded that some overburden (Upper Jurassic shales) were present at the time of faulting. It is assumed that the Upper Jurassic tectonic phase is responsible for most of the fractures. Where displacements can be seen, they dominantly indicate normal faulting. In addition, syn-sedimentary faulting can be seen in the Triassic, especially in the lower part of core no. 3. These are characterized by small associated folding and a combination of normal and reverse faulting. A few post-consolidation reverse faults may be of Cretaceous age."
31,Geological Report_310,"The Jurassic is oil-filled troughout, but still contains a large number of deformation bands with a possible sealing potential. Sometimes these bands are light and in some cases very thick (up to 10 mm), indicating a ""seal"". Other bands are dark. See Figure 4.5 and 4.2. Both light and dark bands show grain crushing and significant porosity reduction under the microscope. A possible explanation is that tight light bands do seal, but the sealing property has a limited lateral extent, and that a significant oil coloumn has broken the seal of the more narrow, dark bands. This may possibly be due to differences in capillary displacement pressure. Altogether some 400 induced fractures were present in the two cores. They were easily recognized by not containing clay smear/striations or a deformation band of mm-thickness. They fall into two groups, one perpendicular to the core axis with ""clean"" joint surface (probably caused by bending), and one with joint ""swarms"" mainly parallel to the core axis and sometimes covered by drilling mud (possibly caused by torsion)."
32,Geological Report_320,"The structural core description is presented in detail in a separate report (Statoil, 1993f). 34STATOIL 4.2 Estimate of tectonic thinning of the Hugin Fm. in the position of well 15/9-19 SR Single-well hydrocarbon discoveries with poor seismic resolution give a drilled reservoir thickness that may not be representative for the reservoir within closure. A high degree of faulting by faults of varying size (most of them small) may have thinned the reservoir anomaleously at and near the well trace. A rough estimate of a representative reservoir thickness may be obtained using a pure- shear or simple-shear analysis based on data from structural core logging. All natural fractures found in the core were assumed to be shear fractures, and a mean displacement is applied to all fractures from (a limited number of) measurable displacements in the core. An initial fault dip of 60 degrees was assumed. The core part of 52 meter contained 829 fractures (assumed to be faults), with mean displacement of 31 mm based on 42 measurements. The ratio of antithetic faulting (roughly east-dipping) realtive to synthetic faulting was found to be 2:1. The following procedure was used to estimate tectonic thinning: 1."
